0.276949,0.398601
0.321039,0.402098
0.256939,0.388112
0.240735,0.374126
0.272297,0.398601
0.262223,0.384615
0.325316,0.412587
0.279759,0.41958
0.28445,0.405594
0.268479,0.384615
0.27061,0.398601
0.254898,0.381119
0.240735,0.374126
0.262222,0.398601
0.262223,0.384615
0.305795,0.398601
0.276247,0.41958
0.294452,0.377622
0.291706,0.395105
0.276323,0.416084
0.287297,0.395105
0.240735,0.374126
0.283835,0.409091
0.262223,0.384615
0.307292,0.402098
0.311619,0.395105
0.294452,0.377622
0.239312,0.363636
0.285127,0.384615
0.264784,0.388112
0.240384,0.363636
0.279609,0.398601
0.262223,0.384615
0.307292,0.402098
0.297547,0.416084
0.294452,0.377622
0.268091,0.370629
0.277365,0.384615
0.258872,0.374126
0.264204,0.377622
0.313552,0.398601
0.262223,0.384615
0.311674,0.395105
0.274072,0.395105
0.290786,0.409091
0.262958,0.367133
0.267197,0.374126
0.287297,0.395105
0.288904,0.402098
0.297533,0.412587
0.262223,0.384615
0.277315,0.423077
0.297449,0.41958
0.294452,0.377622
0.272887,0.374126
0.298909,0.41958
0.257132,0.374126
0.308034,0.395105
0.308923,0.398601
0.262223,0.384615
0.290404,0.412587
0.291898,0.412587
0.295035,0.377622
0.314547,0.402098
0.298596,0.388112
0.287297,0.395105
0.259358,0.356643
0.261549,0.398601
0.262223,0.384615
0.288724,0.402098
0.299693,0.402098
0.294452,0.377622
0.293932,0.395105
0.270261,0.391608
0.287297,0.395105
0.259358,0.356643
0.273885,0.398601
0.262223,0.384615
0.269334,0.384615
0.306893,0.412587
0.294452,0.377622
0.293932,0.395105
0.292807,0.405594
0.287297,0.395105
0.245289,0.391608
0.274934,0.398601
0.262223,0.384615
0.32861,0.412587
0.241423,0.367133
0.294452,0.377622
0.313061,0.405594
0.292807,0.405594
0.287297,0.395105
0.245289,0.391608
0.28686,0.402098
0.262223,0.384615
0.258019,0.363636
0.297318,0.405594
0.290786,0.409091
0.278668,0.398601
0.341506,0.43007
0.287297,0.395105
0.313499,0.405594
0.290551,0.41958
0.262223,0.384615
0.261923,0.398601
0.309751,0.405594
0.28445,0.405594
0.313061,0.405594
0.370912,0.433566
0.287297,0.395105
0.246523,0.374126
0.270653,0.395105
0.262223,0.384615
0.239339,0.363636
0.27638,0.395105
0.294452,0.377622
0.301933,0.412587
0.345692,0.426573
0.287297,0.395105
0.244675,0.384615
0.287799,0.409091
0.262223,0.384615
0.30488,0.395105
0.25857,0.391608
0.28445,0.405594
0.28109,0.388112
0.296551,0.426573
0.287297,0.395105
0.270648,0.381119
0.283769,0.409091
0.262223,0.384615
0.288765,0.398601
0.263751,0.391608
0.294452,0.377622
0.297966,0.412587
0.282739,0.423077
0.287297,0.395105
0.270648,0.381119
0.316362,0.43007
0.262223,0.384615
0.256445,0.388112
0.263751,0.391608
0.295035,0.377622
0.298114,0.405594
0.282739,0.423077
0.287297,0.395105
0.270648,0.381119
0.292342,0.391608
0.262223,0.384615
0.26988,0.367133
0.263751,0.391608
0.294452,0.377622
