,F_NB,P_NB,A_NB,T_NB,CLAS_NB,F_KNB,P_KNB,A_KNB,T_KNB,CLAS_KNB
"IMAN_1, SHALAT_1, ZAKAT_2, PUASA_2, HAJI_1",0.5737484513733355,0.588,0.588,0.5093586444854736,3 3 3 3 4 3 3 0 0 0 2 2 3 0 3 1 0 3 3 0 1 1 2 3 3 1 0 2 3 0 0 1 3 1 0 3 2 0 3 2 0 0 0 1 3 1 2 1 2 0 1 2 1 1 1 1 1 1 1 1 1 1 2 4 1 1 1 1 4 3 3 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 4 3 1 0 4 4 1 4 1 1 1 3 2 3 2 2 2 3 4 3 2 2 1 2 2 3 2 2 2 2 4 2 4 4 4 3 3 3 0 2 0 1 4 2 2 4 4 3 3 2 2 3 3 2 3 3 1 3 3 4 2 2 3 3 3 3 3 3 3 4 3 3 3 3 3 1 3 3 3 3 4 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 3 3 3 3 4 4 3 0 3 3 4 3 4 4 4 4 4 4 4 4 3 1 3 1 4 4 3 3 4 4 4 4 4 4 4 3 4 4 4 4 4 3 4 4 4 4 4 3 4 3 4 4 4 3,0.4226574973014602,0.43199999999999994,0.016,4.378127098083496,1 1 1 1 1 2 1 2 1 4 1 1 4 2 1 2 4 1 1 3 3 0 4 1 4 2 4 3 4 4 4 2 4 2 4 4 4 4 4 4 2 4 4 3 4 4 4 4 4 4 4 4 3 0 2 2 0 3 4 4 0 2 4 2 3 0 4 3 2 2 0 0 2 0 0 3 3 0 2 0 2 0 2 0 4 4 4 4 3 2 2 4 3 0 0 0 0 2 4 1 1 1 1 1 4 1 1 1 1 1 0 0 4 4 4 0 1 1 0 0 0 1 0 1 1 2 2 0 4 4 0 1 1 0 0 0 0 0 1 1 0 0 1 1 4 0 0 1 0 1 0 0 1 0 0 0 1 1 1 1 1 0 0 4 1 1 0 0 0 1 1 1 1 1 4 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 2 1 1 0 1 1 0 0 1 2 1 1 1 1 0 1 2 0 0 1 0 0 0 0 1 0 0 0 1 1 0 1 1 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 2 0 1 0 0 0 1
"IMAN_1, SHALAT_1, ZAKAT_2, PUASA_2, HAJI_2",0.6028704830810203,0.616,0.616,0.5083560943603516,3 3 3 3 3 3 3 0 0 0 2 2 3 0 3 1 0 3 3 0 1 1 2 3 3 1 0 2 3 0 0 1 3 1 0 3 2 0 3 2 0 0 0 1 2 1 2 1 2 0 1 2 1 1 1 1 1 1 1 1 1 1 2 4 1 1 1 1 4 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 4 1 1 0 1 4 1 4 1 1 1 3 2 3 2 2 2 3 3 3 2 2 1 2 2 3 2 2 2 2 1 2 4 2 3 3 3 3 0 2 0 1 3 2 2 3 3 4 3 2 2 3 3 2 3 3 1 3 3 2 2 2 3 3 3 4 3 3 3 3 3 3 3 3 3 1 3 3 3 3 4 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 4 4 4 4 4 4 4 1 1 4 4 4 3 4 4 3 3 3 3 3 3 3 3 4 1 1 4 4 4 4 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,0.4070648148148148,0.41600000000000004,0.012,4.466190814971924,1 1 1 1 1 2 1 2 1 2 1 1 4 2 1 2 3 1 1 3 3 4 1 1 4 2 4 4 4 4 4 2 4 4 4 4 4 4 4 4 2 4 4 3 4 4 4 4 4 4 3 1 3 0 2 2 0 3 4 4 0 4 4 2 3 0 4 4 2 4 0 0 2 0 0 3 3 2 2 0 2 0 2 0 4 4 4 4 3 4 2 4 4 0 0 0 0 2 4 1 1 1 1 1 4 1 1 1 1 1 0 0 0 4 4 0 4 1 0 0 0 1 0 1 1 2 4 0 4 4 0 1 1 0 0 0 0 0 1 1 0 0 1 1 3 0 0 1 0 1 0 0 1 0 0 0 1 1 1 1 1 0 0 4 1 1 4 0 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 4 4 1 1 1 1 1 0 2 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 1 1 1 1 1 1 1 0 1 0 2 0 3 2 1 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0
"IMAN_1, SHALAT_1, ZAKAT_2, PUASA_2, HAJI_3",0.5866863956767601,0.6,0.6,0.509373664855957,3 3 3 3 3 3 3 0 0 0 2 2 3 0 3 1 0 4 3 0 1 1 2 3 3 1 0 2 3 0 0 1 3 1 0 3 2 0 3 2 0 0 0 1 2 1 2 1 2 0 1 2 1 1 1 1 1 1 1 1 1 3 2 4 1 1 1 1 4 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 4 1 4 1 1 1 3 2 3 2 2 2 3 3 3 2 2 1 2 2 3 2 2 2 2 1 2 4 2 4 3 3 3 0 2 0 1 4 2 2 4 4 4 3 2 2 3 3 2 3 3 1 3 3 2 2 2 3 3 3 3 4 3 3 4 3 3 3 3 3 1 3 3 3 3 4 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 3 4 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 3 0 3 4 3 1 4 3 4 2 4 1 4 4 3 3 4 4 3 3 3 4 3 3 3,0.41474082272643426,0.40800000000000003,0.016,4.351107358932495,1 1 1 1 1 1 1 2 1 2 1 1 4 2 1 2 4 1 1 4 3 4 4 1 4 2 4 3 2 4 4 2 4 2 3 4 4 4 4 4 2 4 4 3 4 4 4 4 4 4 4 1 3 0 2 2 4 4 4 4 0 4 4 2 4 2 4 4 2 2 0 0 2 0 0 3 3 4 2 4 2 0 2 0 4 4 2 4 4 2 2 4 3 0 0 0 0 2 4 1 1 1 1 1 4 1 1 1 1 1 0 0 4 1 4 0 4 1 0 0 0 1 0 1 1 2 4 0 4 4 0 1 1 0 0 0 0 0 1 1 0 1 1 1 3 0 0 1 0 1 0 0 1 0 0 0 1 1 1 1 1 0 0 4 1 1 4 1 0 1 1 1 1 1 1 0 0 1 1 1 1 1 4 1 1 1 4 1 1 1 1 1 1 0 4 1 1 0 1 1 1 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 2 1 1 2 2 0 4 0 1 0 2 0 0 1 1 0 0 1 0 0 1 1 1 0
"IMAN_1, SHALAT_1, ZAKAT_2, PUASA_3, HAJI_1",0.6180790571609297,0.6279999999999999,0.628,0.5093624591827393,3 3 3 3 3 3 3 0 0 0 2 2 3 0 2 1 0 0 0 3 1 1 2 0 3 1 0 2 3 0 0 1 3 1 0 3 0 0 3 2 0 0 0 1 2 1 3 1 2 0 1 2 1 1 1 1 1 1 1 3 1 1 3 4 1 1 1 1 4 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 0 4 1 1 0 4 4 1 4 1 1 1 3 2 3 2 2 2 2 4 3 2 2 1 2 2 3 2 2 2 2 3 3 3 2 4 3 4 4 0 2 0 1 4 2 2 3 3 3 2 2 2 4 3 2 3 3 1 3 3 3 2 2 3 4 4 3 3 3 3 3 3 3 3 0 3 3 3 3 3 3 3 3 3 3 3 3 0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 3 3 3 4 4 2 2 1 4 4 3 0 4 3 4 3 4 4 4 4 4 4 4 4 4 1 4 1 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 3 4 4 4 4 4 3 4 3 4 4 4 4,0.4506650745404545,0.46399999999999997,0.016,4.431159496307373,1 1 1 1 1 2 1 2 1 4 1 1 4 2 1 2 4 1 1 3 0 0 4 1 4 2 4 4 2 4 4 2 4 2 4 4 4 4 4 4 2 4 4 3 4 4 4 4 4 4 3 4 3 0 2 2 0 3 4 4 0 2 4 2 3 3 4 4 2 2 0 0 2 0 0 0 2 2 2 0 2 0 2 0 4 4 4 4 3 2 2 4 3 0 0 0 0 2 4 1 1 1 1 1 4 1 1 1 1 1 0 0 4 4 4 0 1 1 0 0 0 1 0 1 1 1 2 0 4 4 0 1 1 0 0 0 0 0 1 1 0 1 1 1 4 0 0 1 0 1 0 1 0 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 4 0 0 1 2 1 1 1 1 0 1 2 0 0 1 0 0 0 0 1 0 0 0 1 1 0 1 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 2 1 1 0 0 0 1
"IMAN_1, SHALAT_1, ZAKAT_2, PUASA_3, HAJI_2",0.6024258841801527,0.608,0.608,0.5103623867034912,3 3 3 3 3 3 3 0 0 0 2 2 3 0 2 1 0 0 0 3 1 1 2 0 3 1 0 2 3 0 0 1 3 3 0 3 2 0 3 2 0 0 0 1 2 1 3 1 2 0 1 2 1 1 1 1 1 1 1 1 1 1 3 4 1 1 1 1 4 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 0 4 1 1 0 1 4 1 4 1 1 1 3 2 3 2 2 2 2 3 3 2 2 1 2 2 3 2 2 2 2 3 3 4 2 4 3 2 2 0 2 0 1 4 2 2 4 3 3 2 2 2 3 3 2 3 3 1 3 3 3 2 2 3 4 4 3 3 3 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 0 3 3 3 3 3 0 3 3 3 3 3 3 3 3 3 3 0 3 3 3 3 4 3 2 1 4 3 4 4 4 4 4 3 4 1 3 4 4 3 3 4 4 4 3 3 3 3 3 3 3 3 1 1 4 4 4 4 4 3 3 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4,0.4419131762897997,0.45599999999999996,0.008,4.518216133117676,1 1 1 1 1 2 1 2 1 2 1 1 4 2 1 2 3 3 1 4 0 4 1 1 4 2 4 4 4 4 4 2 4 4 4 4 4 4 4 4 2 4 4 3 4 4 4 4 4 4 3 4 3 0 2 2 0 3 4 4 0 4 4 2 3 3 4 4 2 4 0 0 2 0 0 0 2 2 2 0 2 0 2 0 4 4 4 4 3 4 2 4 3 0 0 0 0 2 4 1 1 1 1 1 4 1 1 1 1 1 0 0 0 4 4 0 4 1 0 0 0 1 0 1 1 1 4 0 4 4 0 1 1 0 0 0 0 0 1 1 0 0 1 1 3 0 0 1 0 1 0 1 0 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 4 1 0 0 0 0 0 0 0 0 0 0 1 2 0 1 0 1 1 1 1 1 1 1 0 1 0 3 0 2 2 1 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0
"IMAN_1, SHALAT_1, ZAKAT_2, PUASA_3, HAJI_3",0.6053018937865484,0.616,0.616,0.5093579292297363,3 3 3 3 3 3 3 0 0 0 2 2 3 0 2 1 0 4 0 3 1 1 2 0 3 1 0 2 3 0 0 1 1 1 0 3 2 0 3 2 0 0 0 1 2 1 0 1 2 0 1 2 1 1 1 1 1 1 1 1 1 1 3 4 1 1 1 1 4 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 0 1 1 1 0 1 4 1 4 1 1 1 3 2 3 2 2 2 2 3 3 2 2 1 2 2 2 2 2 2 2 3 3 4 2 4 3 4 4 0 2 0 1 4 2 2 4 4 3 2 2 2 4 3 2 3 3 1 3 3 3 2 2 3 4 4 3 3 3 3 3 3 3 3 0 3 3 3 3 3 3 3 3 3 3 3 3 0 3 3 3 3 3 0 3 3 3 3 3 3 3 3 3 3 0 3 3 3 4 4 3 2 1 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 0 3 4 3 1 4 3 4 2 4 1 3 4 3 3 4 4 0 3 4 4 4 3 3,0.4395746661082414,0.444,0.016,4.40613317489624,1 1 1 1 1 1 1 4 1 2 1 1 4 2 1 2 4 3 1 4 0 4 4 1 4 2 4 4 2 4 4 2 4 2 4 4 4 4 4 4 2 4 4 3 4 4 4 4 4 4 3 4 3 0 2 2 4 4 4 4 0 4 4 2 4 3 3 4 2 2 0 0 2 0 0 0 2 2 2 4 2 0 2 0 4 4 4 4 4 2 2 4 3 0 0 0 0 2 4 1 1 1 1 1 4 1 1 1 1 1 0 0 4 1 4 0 4 1 0 0 0 1 0 1 1 1 4 0 4 4 0 1 1 0 0 0 0 0 1 1 0 1 1 1 3 0 0 1 0 1 0 1 0 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 4 4 1 1 0 0 0 0 1 0 1 1 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0 1 2 1 1 2 2 0 4 0 1 0 2 0 0 1 1 0 0 3 0 0 1 1 4 0
"IMAN_1, SHALAT_1, ZAKAT_3, PUASA_1, HAJI_1",0.615601173020528,0.62,0.568,0.5093591213226318,3 2 3 3 4 2 2 0 2 0 2 2 0 2 2 1 0 2 2 0 2 1 3 3 3 1 0 2 0 0 0 1 2 1 0 0 2 0 3 2 0 0 0 1 2 2 2 1 0 0 1 2 1 1 1 1 1 1 1 3 1 1 0 1 1 1 1 1 4 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 2 4 1 1 0 4 4 1 4 1 1 1 3 2 4 2 2 2 4 2 2 2 0 0 0 0 2 3 0 0 0 2 0 0 3 0 0 0 0 0 0 0 4 4 0 2 0 2 0 0 0 0 2 0 0 0 3 2 0 2 0 2 1 0 3 3 3 2 3 2 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 3 2 3 4 4 3 4 3 3 3 1 3 2 3 4 3 3 3 3 3 4 4 3 0 4 2 4 3 4 4 4 4 4 4 4 4 3 1 3 1 4 4 3 3 1 4 4 4 4 4 4 3 4 4 4 3 4 4 4 4 4 4 4 4 4 3 4 4 4 3,0.42764915698373385,0.416,0.02,4.391127347946167,1 1 1 1 1 1 1 4 1 4 1 1 4 4 1 4 4 1 1 3 3 0 4 1 4 2 4 1 4 4 4 2 4 2 3 4 4 4 4 4 2 4 4 3 4 4 4 4 4 4 3 4 3 0 2 2 0 4 4 4 0 2 4 2 3 0 4 4 2 2 0 0 0 0 3 3 3 0 0 3 3 0 2 0 4 4 4 4 3 2 2 4 3 2 0 0 0 2 3 1 0 1 4 0 1 0 1 0 0 1 4 4 1 1 1 4 4 4 1 4 1 1 1 4 4 1 4 1 1 2 2 4 4 1 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 2 4 0 0 1 0 0 1 1 1 1 1 0 1 1 0 0 0 1 1 1 0 1 1 1 0 0 2 0 1 0 0 4 1 1 0 1 0 1 1 1 0 1 1 4 1 1 4 1 2 0 0 0 1 2 1 1 0 1 0 1 0 0 0 1 0 1 2 0 1 0 0 0 1 2 0 1 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 1
"IMAN_1, SHALAT_1, ZAKAT_3, PUASA_1, HAJI_2",0.6154126260304484,0.616,0.58,0.5083723068237305,3 2 3 3 3 2 2 0 2 0 2 2 0 2 2 1 0 2 2 0 2 1 3 0 3 1 0 2 0 0 0 1 2 1 0 0 2 0 3 2 0 0 0 1 2 2 2 1 0 0 1 2 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 4 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 2 4 1 1 0 1 4 1 4 1 1 1 3 2 2 2 2 2 4 2 2 2 0 0 0 0 2 3 0 0 0 2 0 0 3 0 0 0 2 0 0 0 1 0 0 2 0 2 0 0 0 0 2 0 0 0 3 2 0 2 3 2 1 0 3 3 3 2 3 2 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 3 2 3 4 3 3 2 3 3 3 1 3 2 3 3 3 3 3 3 3 4 3 4 4 4 4 4 4 4 1 2 4 4 3 3 4 4 2 2 3 3 3 3 3 3 4 1 1 4 4 4 4 3 2 3 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4,0.43015364313563376,0.4159999999999999,0.012,4.487204313278198,1 1 1 1 1 4 1 4 1 4 1 1 4 3 1 4 4 1 4 3 3 4 1 2 4 3 4 4 4 4 4 2 4 4 4 4 4 4 4 4 2 4 1 3 3 4 4 4 4 4 3 4 3 0 2 2 0 4 4 4 0 2 4 2 3 0 4 4 2 4 0 0 2 0 3 3 2 0 0 3 3 0 2 0 4 4 4 4 3 4 2 4 4 2 0 0 0 2 3 1 0 1 1 0 1 0 1 0 0 4 4 4 4 4 1 4 4 4 1 4 1 1 1 4 4 1 4 1 4 2 2 1 4 1 4 4 4 4 4 4 4 4 4 4 4 1 4 1 4 4 4 0 0 1 0 0 1 1 1 1 4 0 1 1 0 0 0 1 1 1 0 1 1 4 0 0 4 0 1 0 0 0 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 1 2 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 1 1 1 1 1 1 0 1 0 2 0 3 0 1 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0
"IMAN_1, SHALAT_1, ZAKAT_3, PUASA_1, HAJI_3",0.6027632850241547,0.6040000000000001,0.56,0.506371259689331,3 2 3 3 3 2 2 0 2 0 2 2 0 2 4 1 0 4 2 0 2 1 3 3 3 1 0 2 0 0 0 1 2 1 0 0 2 0 3 2 0 0 0 1 2 2 2 1 0 0 1 2 1 1 1 1 1 1 1 3 1 1 0 1 1 1 1 1 4 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 2 1 1 1 0 1 4 1 4 1 1 1 3 2 2 2 2 2 4 2 4 2 0 0 0 0 2 3 0 0 0 2 0 0 3 0 0 0 0 0 0 0 1 0 0 2 0 2 0 0 0 0 2 0 0 0 3 2 0 2 3 2 1 0 3 3 3 2 3 2 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 3 2 3 4 4 3 4 3 3 3 2 3 2 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 3 3 4 4 4 4 4 4 4 4 4 4 4 4 2 4 3 0 2 4 3 1 2 3 2 3 4 1 4 4 3 3 4 4 3 2 4 3 4 3 3,0.4103987668151816,0.408,0.028,4.363115549087524,1 1 1 1 1 1 1 4 1 4 1 1 4 3 1 4 4 1 1 4 3 4 4 1 4 3 4 4 4 4 4 2 4 2 3 4 4 4 4 4 2 4 4 3 4 4 4 4 4 4 3 4 3 0 2 2 4 4 4 4 0 2 4 2 4 0 4 4 2 2 0 0 0 0 3 3 3 4 0 4 3 0 2 0 4 4 3 4 4 2 2 4 3 2 0 0 0 2 3 1 0 1 4 0 1 0 1 0 0 1 4 4 4 1 1 4 4 4 1 4 1 1 1 1 4 1 4 1 1 2 2 1 4 1 4 4 4 4 4 4 4 4 4 4 4 4 3 1 4 2 4 0 0 4 0 0 1 1 1 1 1 0 1 1 0 0 0 1 1 1 0 1 1 1 0 0 2 0 1 0 0 0 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 1 2 0 1 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0 4 2 1 1 2 4 0 4 0 1 0 2 0 0 1 1 0 0 2 0 0 1 1 2 0
"IMAN_1, SHALAT_1, ZAKAT_3, PUASA_2, HAJI_1",0.5647482823667861,0.576,0.544,0.5083620548248291,3 3 3 3 4 2 2 0 2 0 2 2 3 2 3 1 0 3 2 0 2 1 3 3 3 4 3 2 3 0 0 1 2 1 0 3 2 0 2 2 0 0 0 1 2 2 3 1 0 0 1 3 1 1 1 1 1 1 1 1 1 3 0 1 1 1 1 1 4 3 2 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 2 4 3 1 0 4 4 1 4 1 1 1 3 2 4 2 2 2 4 2 4 2 0 0 0 0 2 3 0 0 0 2 0 0 3 0 3 0 2 3 0 0 4 4 0 2 0 2 0 0 3 0 2 0 0 3 2 2 0 2 3 1 1 4 3 3 3 3 4 3 3 3 3 3 3 3 1 3 3 3 2 4 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 3 4 4 4 3 3 3 3 4 4 3 0 3 3 4 3 4 4 4 4 4 4 4 4 3 1 3 1 4 4 3 3 1 4 4 4 4 4 4 4 4 4 4 3 4 3 4 4 4 4 4 4 4 3 4 4 4 3,0.46779607959132113,0.45999999999999996,0.016,4.333086252212524,1 1 1 1 1 1 1 4 1 4 1 1 4 4 1 4 4 1 1 3 3 0 4 1 4 2 4 3 4 4 4 2 4 2 4 4 4 4 4 4 2 4 4 3 4 4 4 4 4 4 3 4 3 0 2 2 0 3 4 4 0 2 4 2 3 0 2 3 2 2 0 0 0 0 0 3 2 0 0 0 3 0 2 0 4 4 4 4 3 2 2 4 3 2 0 0 0 2 3 1 0 1 4 0 1 0 1 0 0 1 4 4 1 1 1 4 4 4 1 4 1 1 1 4 4 1 4 1 1 2 3 4 4 1 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 2 0 0 1 0 0 0 1 1 1 1 1 0 0 4 1 1 0 1 0 1 1 1 1 1 4 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 2 1 1 0 1 1 0 0 1 2 1 1 0 1 0 1 0 0 0 1 0 0 2 0 1 0 0 0 1 2 0 1 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 1
"IMAN_1, SHALAT_1, ZAKAT_3, PUASA_2, HAJI_2",0.6011447952285651,0.612,0.568,0.5093746185302734,3 3 3 3 2 2 2 0 2 0 2 2 3 2 3 1 0 3 2 0 2 1 3 3 3 4 3 2 3 0 0 1 2 1 0 3 2 0 2 2 0 0 0 1 2 2 3 1 0 0 1 3 1 1 1 1 1 1 1 1 1 3 0 1 1 1 1 1 4 3 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 2 4 3 1 0 1 4 1 4 1 1 1 3 2 2 2 2 2 4 2 2 2 0 0 0 0 2 3 0 0 0 2 0 0 3 0 3 0 3 3 0 0 1 0 0 2 0 2 0 0 3 0 2 0 0 0 2 2 0 2 3 2 0 4 3 3 3 3 4 3 3 3 3 3 3 3 1 3 3 3 2 4 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 3 4 3 3 3 3 3 3 4 3 4 4 4 4 4 4 4 1 3 4 4 4 3 4 4 2 2 3 3 3 3 3 3 4 1 1 4 4 4 4 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,0.44714509256775586,0.43999999999999995,0.012,4.383156776428223,1 1 1 1 1 4 1 4 1 4 1 1 4 4 1 4 3 1 4 3 3 4 1 1 4 2 4 4 4 4 4 2 4 4 4 4 4 4 4 4 2 4 4 3 4 4 4 4 4 4 3 1 3 0 2 2 0 3 4 4 0 2 4 2 3 0 4 4 2 4 0 0 0 0 0 3 2 0 0 0 3 0 2 0 4 4 4 4 3 4 2 4 3 2 0 0 0 2 4 1 0 1 1 0 1 0 1 0 0 4 4 4 4 4 1 4 4 4 1 4 1 1 1 4 4 1 4 1 4 2 3 1 4 1 3 4 4 4 4 4 4 4 4 4 4 1 4 1 4 4 0 0 1 0 0 0 1 1 1 1 1 0 0 4 1 1 0 4 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 4 4 1 1 1 1 1 0 2 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1 1 1 1 1 1 0 1 0 2 0 3 2 1 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0
"IMAN_1, SHALAT_1, ZAKAT_3, PUASA_2, HAJI_3",0.5820492497726322,0.588,0.548,0.5093584060668945,3 3 3 3 2 2 2 0 2 0 2 2 3 2 3 1 0 4 2 0 2 1 3 3 3 1 3 2 3 0 0 1 2 1 0 3 2 0 2 2 0 0 0 1 2 2 3 1 0 0 1 3 1 1 1 1 1 1 1 1 1 3 0 1 1 1 1 1 4 3 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 2 1 3 1 0 1 4 1 4 1 1 1 3 2 2 2 2 2 4 2 4 2 0 0 0 0 2 3 0 0 0 2 0 0 3 0 3 0 3 3 0 0 1 0 0 2 0 2 0 0 3 0 2 0 0 0 2 2 0 2 3 2 1 4 3 3 3 4 4 3 3 3 3 3 3 3 1 3 3 3 2 4 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 3 3 2 3 4 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 3 0 2 4 3 1 4 3 2 3 4 1 4 4 2 3 4 4 3 3 3 4 3 3 3,0.428821489083833,0.41600000000000004,0.024,4.297070264816284,1 1 1 1 1 1 1 4 1 4 1 1 4 3 1 4 4 1 1 4 3 4 4 1 4 2 4 3 4 4 4 2 4 2 3 4 4 4 4 4 2 4 4 3 4 4 4 4 4 4 4 4 3 0 2 2 4 4 4 4 0 2 4 2 4 0 4 4 2 2 0 0 0 0 0 3 2 4 0 4 3 0 2 0 4 4 3 4 4 2 2 4 3 2 0 0 0 2 4 1 0 1 4 0 1 0 1 0 0 1 4 4 4 1 1 4 4 4 1 4 1 1 1 1 4 1 4 1 1 2 3 1 4 1 4 4 4 4 4 4 4 4 4 4 4 4 3 1 4 2 0 0 1 0 0 0 1 1 1 1 1 0 0 4 1 1 0 1 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 4 1 1 1 1 1 1 0 2 1 1 0 1 1 1 1 0 0 0 0 1 0 0 1 1 0 0 0 1 1 0 0 0 0 1 0 1 0 0 4 2 1 1 2 4 0 4 0 1 0 2 0 0 1 1 0 0 1 0 0 1 1 2 0
